KT,Y,W,D,Time,Nr,Js,Rak1,Rak2,NyLskp,LSkp,Age,Sex,Bfas,Sp,Vikt1,Fvikt,Jnr,Bornyear,Fx,Frisk,Agedays,Dnr,5per,7per,Sex2,AREA,YEAR
11,67,12,6,720,2519,S,10I,9i,3U,Up,0,2,5,,,,7,66,,1,449,84,17,12,2,4,1967
11,67,13,7,611,2520,S,10I,9i,3U,Up,5,2,5,,,,7,61,,1,2282,92,19,14,2,4,1967
11,67,13,6,1126,2521,D,10I,9i,3U,Up,0,2,4,1,,,7,66,,1,456,91,19,13,2,4,1967
11,67,12,6,2316,2522,V,11F,2f,2H,Vs,3,1,,2,78,,173,63,,1,1544,84,17,12,1,4,1967
11,67,12,7,116,2523,V,11F,2f,2H,Vs,0,2,5,,61,,173,66,,1,450,85,17,13,2,4,1967
11,67,13,5,213,2524,V,19D,5h,1L,Ja,2,1,,,,48,422,64,,1,1185,90,18,13,1,2,1967
11,67,14,1,11,2525,V,19D,5h,1L,Ja,7,2,5,,,53,422,59,,1,3013,93,19,14,2,2,1967
11,67,14,3,1817,2526,S,09H,4c,3U,So,1,1,,3,80,,125,65,,1,825,95,19,14,1,4,1967
11,67,15,1,839,2527,F,09I,9b,3U,So,5,2,7,,46,,343,61,,1,2290,100,20,15,2,4,1967
11,67,10,5,1127,2528,F,11H,2j,3U,Up,0,2,5,,48,,341,66,,1,434,69,14,10,2,4,1967
11,67,15,1,840,2529,F,09I,9b,3U,So,1,2,5,,44,,343,65,,1,830,100,20,15,2,4,1967
11,67,15,1,3050,2530,F,18E,3f,1L,Ja,0,2,5,,,,297,66,,1,465,100,20,15,2,2,1967
11,67,15,3,1908,2531,S,08G,0c,3U,Og,0,1,,2,63,,92,66,,1,467,102,21,15,1,5,1967
11,67,14,1,2317,2532,V,11F,2f,2H,Vs,0,2,5,,69,,173,66,,1,458,93,19,14,2,4,1967
11,67,13,4,841,2533,F,11F,2f,2H,Vs,0,2,4,1,58,,173,66,,1,454,89,18,13,2,4,1967
11,67,15,3,1909,2534,L,09I,9b,3U,So,0,2,7,,58,,343,66,,1,467,102,21,15,2,4,1967
11,67,15,3,842,2535,F,09I,9b,3U,So,2,2,7,,51,,343,64,,1,1197,102,21,15,2,4,1967
11,67,14,6,3051,2536,S,10I,9i,3U,Up,0,2,7,,,,7,66,,1,463,98,20,14,2,4,1967
11,67,15,6,406,2537,S,10I,9i,3U,Up,0,1,,2,,,7,66,,1,470,105,21,15,1,4,1967
11,67,15,7,1818,2538,S,10I,9i,3U,Up,0,1,,2,,,7,66,,1,471,106,22,16,1,4,1967
11,67,15,7,843,2539,F,12E,1h,2H,Dr,1,2,5,,58,,261,65,,1,836,106,22,16,2,3,1967
11,67,14,7,1424,2540,S,02C,1h,4S,Sk,0,1,,2,85,,306,66,,1,464,99,20,15,1,5,1967
11,67,16,4,1614,2541,K,11H,4h,3U,Up,0,2,6,1,55,,174,66,,1,475,110,22,16,2,4,1967
11,67,16,7,2318,2543,V,19G,0c,1L,Ja,0,1,,2,65,,376,66,,1,478,113,23,17,1,2,1967
11,67,16,6,932,2544,F,11H,2j,3U,Up,0,2,6,1,49,,341,66,,1,477,112,23,16,2,4,1967
11,67,17,1,845,2545,F,11H,2j,3U,Up,0,2,6,1,48,,341,66,,1,479,114,23,17,2,4,1967
11,67,17,7,3052,2546,F,19D,5h,1L,Ja,3,2,7,,58,,422,63,,1,1580,120,24,18,2,2,1967
11,67,17,6,407,2547,S,20E,0e,1L,Ja,2,1,,2,89,,403,64,,1,1214,119,24,17,1,2,1967
11,67,16,6,846,2548,G,10F,2h,3U,Na,0,2,7,,,,326,66,,1,477,112,23,16,2,4,1967
11,67,21,2,304,2549,L,08G,0c,3U,Og,0,1,,2,63,,92,66,,1,508,143,29,21,1,5,1967
11,67,25,4,3053,2551,G,10E,7c,2H,Vr,0,2,6,,59,,46,66,,1,538,173,35,25,2,3,1967
11,67,27,1,214,2552,S,10E,7c,2H,Vr,3,2,1,,58,,46,64,,1,1279,184,37,27,2,3,1967
11,67,27,1,305,2553,S,10E,7c,2H,Vr,1,2,1,,56,,46,66,,1,549,184,37,27,2,3,1967
11,67,20,7,1037,2554,F,09H,4c,3U,So,0,2,,,53,,125,66,,1,506,141,29,21,2,4,1967
11,67,21,1,1713,2556,S,02C,2h,4S,Sk,5,2,7,,,,385,61,,1,2332,142,29,21,2,5,1967
11,67,12,3,1819,2558,S,02D,5b,4S,Sk,1,1,,3,85,,414,65,,1,811,81,17,12,1,5,1967
11,67,15,6,1332,2559,S,02D,5b,4S,Sk,0,2,7,,,,414,66,,1,470,105,21,15,2,5,1967
11,67,17,4,1616,2560,S,02D,5b,4S,Sk,0,1,,1,75,,414,66,,1,482,117,24,17,1,5,1967
11,67,18,1,1128,2561,G,02D,5b,4S,Sk,0,2,7,,67,,414,66,,1,486,121,25,18,2,5,1967
11,67,19,2,1910,2562,S,02D,5b,4S,Sk,0,1,,2,70,,414,66,,1,494,129,26,19,1,5,1967
11,67,20,5,1911,2563,S,02D,5b,4S,Sk,0,2,6,1,60,,414,66,,1,504,139,28,20,2,5,1967
11,67,21,1,2109,2564,S,02D,5b,4S,Sk,1,2,7,,57,,414,65,,1,872,142,29,21,2,5,1967
11,67,23,2,2008,2565,S,02D,5b,4S,Sk,0,2,7,,70,,414,66,,1,522,157,32,23,2,5,1967
11,67,23,5,1715,2567,S,02D,5b,4S,Sk,0,2,,,71,,414,66,,1,525,160,32,23,2,5,1967
11,67,25,6,2110,2570,S,02D,5b,4S,Sk,0,1,,1,73,,414,66,,1,540,175,35,25,1,5,1967
11,67,22,7,3054,2573,S,11E,8f,2H,Vs,0,1,,1,60,,433,66,,1,520,155,31,23,1,4,1967
11,67,27,3,2111,2574,S,09H,7f,3U,So,1,2,1,,62,,117,66,,1,551,186,38,27,2,4,1967
11,67,27,3,2222,2575,S,09H,7f,3U,So,1,1,,,50,,117,66,,1,551,186,38,27,1,4,1967
11,67,27,5,2112,2576,S,09H,7f,3U,So,1,2,1,,41,,117,66,,1,553,188,38,27,2,4,1967
11,67,27,6,2113,2577,S,09H,7f,3U,So,2,1,,1,70,,117,65,,1,919,189,38,27,1,4,1967
11,67,27,6,2223,2578,S,09H,7f,3U,So,1,1,,1,58,,117,66,,1,554,189,38,27,1,4,1967
11,67,27,7,409,2579,S,09H,7f,3U,So,2,1,,1,78,,117,65,,1,920,190,38,28,1,4,1967
11,67,29,5,2224,2580,S,09H,7f,3U,So,3,2,1,,51,,117,64,,1,1297,202,41,29,2,4,1967
11,67,28,2,2225,2581,S,09H,7f,3U,So,1,1,,1,71,,117,66,,1,557,192,39,28,1,4,1967
11,67,28,2,2114,2582,S,09H,7f,3U,So,0,2,1,,27,,117,67,,1,192,192,39,28,2,4,1967
11,67,28,7,2115,2583,S,09H,7f,3U,So,1,2,1,,55,,117,66,,1,562,197,40,29,2,4,1967
11,67,28,7,2116,2584,S,09H,7f,3U,So,3,2,1,1,47,,117,64,,1,1292,197,40,29,2,4,1967
11,67,28,6,2013,2585,S,02C,2h,4S,Sk,5,2,1,,,,385,62,,1,2021,196,40,28,2,5,1967
11,67,29,6,2226,2586,S,10E,7c,2H,Vr,1,1,,1,67,,46,66,,1,568,203,41,29,1,3,1967
11,67,29,5,2117,2587,S,09H,7f,3U,So,1,2,,,45,,117,66,,1,567,202,41,29,2,4,1967
11,67,32,6,2014,2588,S,03C,6c,4S,Sk,0,1,,1,57,,2,67,,1,224,224,45,32,1,5,1967
11,67,30,5,2227,2589,T,11J,0b,3U,Up,0,2,,,26,,329,67,,1,209,209,42,30,2,4,1967
11,67,34,4,721,2590,F,09H,4c,3U,So,0,1,,1,44,,125,67,,1,236,236,48,34,1,4,1967
11,67,34,4,410,2591,S,10E,7c,2H,Vr,1,1,,1,65,,46,66,,1,601,236,48,34,1,3,1967
11,67,34,6,1333,2592,S,12E,3e,2H,Dr,0,1,,1,86,,139,67,,1,238,238,48,34,1,3,1967
11,67,34,6,1617,2593,S,03C,6c,4S,Sk,1,1,,1,83,,2,66,,1,603,238,48,34,1,5,1967
11,67,35,4,1716,2594,F,11E,8f,2H,Vs,0,1,,1,33,,384,67,,1,243,243,49,35,1,4,1967
11,67,35,4,1913,2595,F,09I,9b,3U,So,0,1,,1,48,,343,67,,1,243,243,49,35,1,4,1967
11,67,36,1,612,2596,D,11H,4h,3U,Up,2,1,,1,78,,174,65,,1,977,247,50,36,1,4,1967
11,67,35,5,509,2597,D,10D,7d,2H,Vr,0,2,,,,,75,67,,1,244,244,49,35,2,3,1967
11,67,35,5,3055,2600,T,30I,8d,1L,Lp,0,1,,1,24,,238,67,,1,244,244,49,35,1,2,1967
11,67,36,2,3056,2601,F,11E,6f,2H,Vs,0,1,,1,36,,247,67,,1,248,248,50,36,1,4,1967
11,67,36,2,510,2602,F,11C,6j,2H,Vr,0,1,,,42,,288,67,,1,248,248,50,36,1,3,1967
11,67,36,3,1425,2603,F,11E,8f,2H,Vs,0,1,,1,34,,384,67,,1,249,249,50,36,1,4,1967
11,67,36,7,1426,2604,F,11E,8f,2H,Vs,0,1,,1,35,,384,67,,1,253,253,51,37,1,4,1967
11,67,37,1,1915,2605,L,11E,0b,2H,Vr,3,2,1,1,50,,127,64,,1,1349,254,51,37,2,3,1967
11,67,36,5,1820,2606,S,12D,4f,2H,Vr,0,2,1,,51,,425,67,,1,251,251,51,36,2,3,1967
11,67,37,1,1129,2607,F,10E,4a,2H,Vr,0,2,,,54,,21,67,,1,254,254,51,37,2,3,1967
11,67,36,7,613,2608,F,02C,2h,4S,Sk,0,1,,1,,,385,67,,1,253,253,51,37,1,5,1967
11,67,36,5,722,2609,F,09G,7a,3U,Og,0,2,1,1,51,,43,67,,1,251,251,51,36,2,5,1967
11,67,36,7,511,2610,S,09G,7a,3U,Og,1,1,,1,70,,43,66,,1,618,253,51,37,1,5,1967
11,67,37,1,3057,2611,D,10I,1i,3U,So,1,1,,1,56,,32,66,,1,619,254,51,37,1,4,1967
11,67,37,3,3058,2612,L,10I,1i,3U,So,1,2,1,,48,,32,66,,1,621,256,52,37,2,4,1967
11,67,37,4,1717,2613,S,11J,0b,3U,Up,5,2,1,1,56,,148,62,,1,2082,257,52,37,2,4,1967
11,67,37,7,3059,2614,S,11J,0b,3U,Up,0,2,1,,38,,148,67,,1,260,260,52,38,2,4,1967
11,67,37,7,3000,2615,S,11J,0b,3U,Up,1,1,,1,68,,148,66,,1,625,260,52,38,1,4,1967
11,67,37,5,3002,2617,F,11D,1d,2H,Vr,0,2,1,,,,130,67,,1,258,258,52,37,2,3,1967
11,67,37,6,3003,2618,S,11F,2f,2H,Vs,1,1,,1,82,,276,66,,1,624,259,52,37,1,4,1967
11,67,37,7,614,2619,D,10E,1d,3U,Na,0,2,1,,42,,406,67,,1,260,260,52,38,2,4,1967
11,67,38,2,3004,2620,F,11E,4f,2H,Vs,1,1,,1,,,457,66,,1,627,262,53,38,1,4,1967
11,67,38,3,3005,2621,F,11E,4f,2H,Vs,1,1,,1,,,457,66,,1,628,263,53,38,1,4,1967
11,67,37,7,512,2622,D,10E,7c,2H,Vr,1,1,,1,83,,46,66,,1,625,260,52,38,1,3,1967
11,67,38,1,723,2623,D,10E,7c,2H,Vr,1,2,1,,66,,46,66,,1,626,261,53,38,2,3,1967
11,67,38,2,1618,2624,D,20F,8e,1L,Ja,1,2,1,,42,,250,66,,1,627,262,53,38,2,2,1967
11,67,30,1,2015,2625,S,02D,5b,4S,Sk,0,2,1,1,43,,414,67,,1,205,205,41,30,2,5,1967
11,67,30,6,1718,2626,S,02D,5b,4S,Sk,1,1,,1,,,414,66,,1,575,210,42,30,1,5,1967
11,67,35,3,2016,2627,S,02D,5b,4S,Sk,0,2,,,45,,414,67,,1,242,242,49,35,2,5,1967
11,67,36,5,1916,2628,S,02D,5b,4S,Sk,0,2,1,,50,,414,67,,1,251,251,51,36,2,5,1967
11,67,38,2,1427,2629,K,02D,5b,4S,Sk,0,2,1,,63,,414,67,,1,262,262,53,38,2,5,1967
11,67,38,4,615,2630,S,02D,5b,4S,Sk,0,1,,1,85,,414,67,,1,264,264,53,38,1,5,1967
11,67,37,5,1821,2631,S,13I,0c,3U,Up,1,2,,,53,,149,66,,1,623,258,52,37,2,4,1967
11,67,38,7,1619,2632,S,11H,2j,3U,Up,7,1,,1,83,,341,60,,1,2822,267,54,39,1,4,1967
11,67,38,7,3006,2633,T,12E,4e,2H,Dr,0,2,1,,34,,90,67,,1,267,267,54,39,2,3,1967
11,67,38,4,1822,2634,D,11H,7i,3U,Up,1,2,1,,56,,464,66,,1,629,264,53,38,2,4,1967
11,67,38,2,1823,2635,S,11H,7i,3U,Up,0,2,,,62,,464,67,,1,262,262,53,38,2,4,1967
11,67,38,7,933,2636,D,11C,6j,2H,Vr,2,1,,1,49,,288,65,,1,997,267,54,39,1,3,1967
11,67,38,6,1130,2638,S,01D,9j,4S,Sk,0,1,,1,80,,402,67,,1,266,266,54,38,1,5,1967
11,67,39,1,848,2639,S,01D,9j,4S,Sk,1,1,,1,55,,402,66,,1,633,268,54,39,1,5,1967
11,67,39,2,849,2640,F,11E,8f,2H,Vs,0,1,,1,34,,384,67,,1,269,269,54,39,1,4,1967
11,67,39,1,616,2641,S,11D,5b,2H,Vr,0,1,,1,64,,312,67,,1,268,268,54,39,1,3,1967
11,67,39,2,1719,2642,G,12D,4f,2H,Vr,6,1,,1,71,,425,61,,1,2459,269,54,39,1,3,1967
11,67,39,2,513,2643,D,12D,4f,2H,Vr,0,2,,,37,,425,67,,1,269,269,54,39,2,3,1967
11,67,37,6,1824,2644,T,12D,4f,2H,Vr,0,1,,1,41,,425,67,,1,259,259,52,37,1,3,1967
11,67,39,5,1620,2646,F,11C,6j,2H,Vr,0,2,1,,50,,288,67,,1,272,272,55,39,2,3,1967
11,67,40,1,514,2647,S,09H,4c,3U,So,1,1,,1,76,,125,66,,1,640,275,55,40,1,4,1967
11,67,39,7,2118,2648,T,09G,7a,3U,Og,0,1,,1,49,,43,67,,1,274,274,55,40,1,5,1967
11,67,39,7,515,2649,D,11C,6j,2H,Vr,0,2,,,44,,288,67,,1,274,274,55,40,2,3,1967
11,67,40,1,1720,2650,S,11H,2j,3U,Up,1,1,,1,80,,341,66,,1,640,275,55,40,1,4,1967
11,67,39,3,850,2651,F,11H,3j,3U,Up,1,2,1,,49,,341,66,,1,635,270,54,39,2,4,1967
11,67,39,5,516,2652,F,12C,0i,2H,Vr,0,1,,1,71,,421,67,,1,272,272,55,39,1,3,1967
11,67,39,4,517,2653,V,28L,9d,1L,Lp,0,2,1,,,,122,67,,1,271,271,55,39,2,2,1967
11,67,40,1,1429,2654,F,11E,8f,2H,Vs,1,1,,1,69,,384,66,,1,640,275,55,40,1,4,1967
11,67,40,3,617,2655,D,11E,6f,2H,Vs,4,2,1,,58,,44,63,,1,1737,277,56,40,2,4,1967
11,67,40,3,618,2656,D,11E,6f,2H,Vs,1,2,1,,58,,44,66,,1,642,277,56,40,2,4,1967
11,67,40,2,1721,2657,F,10E,4a,2H,Vr,0,2,,,41,,21,67,,1,276,276,56,40,2,3,1967
11,67,40,3,934,2658,F,03E,6i,4S,Bl,0,1,,1,74,,182,67,,1,277,277,56,40,1,5,1967
11,67,40,7,1131,2660,F,11E,3f,2H,Vs,8,2,,,54,,166,58,,1,3566,281,57,41,2,4,1967
11,67,40,6,725,2661,F,11C,6j,2H,Vr,0,1,,1,54,,288,67,,1,280,280,56,40,1,3,1967
11,67,40,6,852,2662,F,11C,6j,2H,Vr,0,2,1,,56,,288,67,,1,280,280,56,40,2,3,1967
11,67,41,3,1722,2663,F,11C,6j,2H,Vr,0,1,,1,43,,288,67,,1,284,284,57,41,1,3,1967
11,67,41,3,619,2664,F,19D,5h,1L,Ja,1,1,,1,70,,422,66,,1,649,284,57,41,1,2,1967
11,67,41,3,518,2665,F,11E,8f,2H,Vs,1,1,,1,58,,384,66,,1,649,284,57,41,1,4,1967
11,67,41,7,1038,2666,D,11J,0b,3U,Up,1,1,,1,81,,148,66,,1,653,288,58,42,1,4,1967
11,67,42,2,726,2667,F,09H,4c,3U,So,0,1,,1,54,,125,67,,1,290,290,58,42,1,4,1967
11,67,41,7,727,2668,D,11H,4h,3U,Up,0,2,1,,55,,174,67,,1,288,288,58,42,2,4,1967
11,67,42,3,935,2669,D,20F,6h,1L,Ja,1,2,,,71,,313,66,,1,656,291,59,42,2,2,1967
11,67,42,2,728,2670,D,09G,7a,3U,Og,4,2,1,,59,,43,63,,1,1750,290,58,42,2,5,1967
11,67,42,4,729,2671,F,11E,5f,2H,Vs,1,1,,1,61,,457,66,,1,657,292,59,42,1,4,1967
11,67,42,1,620,2672,F,12D,4f,2H,Vr,1,2,1,,49,,425,66,,1,654,289,58,42,2,3,1967
11,67,39,6,730,2673,G,12D,4f,2H,Vr,1,2,1,,44,,425,66,,1,638,273,55,39,2,3,1967
11,67,42,2,621,2674,F,12D,4f,2H,Vr,1,2,1,,51,,425,66,,1,655,290,58,42,2,3,1967
11,67,34,7,3007,2675,F,19E,0i,1L,Ja,0,2,,,42,,429,67,,1,239,239,48,35,2,2,1967
11,67,41,7,853,2676,D,19E,0i,1L,Ja,0,1,,1,65,,429,67,,1,288,288,58,42,1,2,1967
11,67,42,3,1723,2677,F,09I,9b,3U,So,0,1,,1,55,,343,67,,1,291,291,59,42,1,4,1967
11,67,42,3,1621,2678,F,09I,9b,3U,So,1,1,,1,55,,343,66,,1,656,291,59,42,1,4,1967
11,67,42,4,854,2679,F,09I,9b,3U,So,0,1,,1,50,,343,67,,1,292,292,59,42,1,4,1967
11,67,41,6,1622,2680,S,10E,1d,3U,Na,0,2,1,,61,,406,67,,1,287,287,58,41,2,4,1967
11,67,42,3,2017,2681,V,10E,1d,3U,Na,0,2,1,,49,,406,67,,1,291,291,59,42,2,4,1967
11,67,39,7,519,2682,L,09H,2a,3U,So,0,1,,1,60,,280,67,,1,274,274,55,40,1,4,1967
11,67,41,5,855,2683,F,09H,2a,3U,So,2,2,1,,61,,280,65,,1,1016,286,58,41,2,4,1967
11,67,42,2,1039,2684,K,11H,9i,3U,Up,2,1,,1,84,,280,65,,1,1020,290,58,42,1,4,1967
11,67,42,3,622,2685,F,11E,4e,2H,Vs,1,1,,1,53,,473,66,,1,656,291,59,42,1,4,1967
11,67,42,3,1520,2686,K,03F,6b,4S,Bl,0,1,,1,68,,416,67,,1,291,291,59,42,1,5,1967
11,67,42,6,1430,2687,F,11E,6f,2H,Vs,1,1,,1,66,,137,66,,1,659,294,59,42,1,4,1967
11,67,43,1,1623,2688,F,10E,1d,3U,Na,2,1,,1,82,,406,65,,1,1026,296,60,43,1,4,1967
11,67,41,5,1724,2689,L,11H,2j,3U,Up,1,1,,1,83,,341,66,,1,651,286,58,41,1,4,1967
11,67,43,2,731,2690,F,11H,3j,3U,Up,0,1,,1,59,,341,67,,1,297,297,60,43,1,4,1967
11,67,42,4,1624,2691,K,01D,9j,4S,Sk,2,2,1,,71,,402,65,,1,1022,292,59,42,2,5,1967
11,67,43,4,623,2692,F,11E,8f,2H,Vs,0,1,,1,44,,384,67,,1,299,299,60,43,1,4,1967
11,67,43,3,1625,2693,F,11E,8f,2H,Vs,0,1,,1,50,,384,67,,1,298,298,60,43,1,4,1967
11,67,43,6,732,2694,S,10J,4d,3U,Up,1,1,,1,50,,375,66,,1,666,301,61,43,1,4,1967
11,67,43,6,1521,2695,D,10I,0g,3U,So,0,1,,1,,,245,67,,1,301,301,61,43,1,4,1967
11,67,44,2,1725,2696,F,11C,6j,2H,Vr,0,1,,1,56,,288,67,,1,304,304,61,44,1,3,1967
11,67,43,3,1431,2697,F,11E,6f,2H,Vs,0,1,,1,60,,137,67,,1,298,298,60,43,1,4,1967
11,67,43,6,1334,2698,D,10D,8c,2H,Vr,1,1,,,,,83,66,,1,666,301,61,43,1,3,1967
11,67,44,5,856,2699,F,11E,4f,2H,Vs,0,2,1,,48,,457,67,,1,307,307,62,44,2,4,1967
11,67,44,7,936,2700,D,10E,7c,2H,Vr,1,2,1,,53,,46,66,,1,674,309,62,45,2,3,1967
11,67,44,6,1225,2701,D,11C,6j,2H,Vr,1,1,,1,79,,288,66,,1,673,308,62,44,1,3,1967
11,67,44,7,3008,2702,K,09H,7f,3U,So,0,2,1,,52,,117,67,,1,309,309,62,45,2,4,1967
11,67,44,7,3009,2703,K,09H,7f,3U,So,1,2,1,,67,,117,66,,1,674,309,62,45,2,4,1967
11,67,44,7,3010,2704,K,09H,7f,3U,So,0,1,,1,64,,117,67,,1,309,309,62,45,1,4,1967
11,67,44,7,3011,2705,K,09H,7f,3U,So,0,2,1,,58,,117,67,,1,309,309,62,45,2,4,1967
11,67,44,6,857,2706,D,10E,4a,2H,Vr,0,2,,,65,,21,67,,1,308,308,62,44,2,3,1967
11,67,44,7,1040,2707,D,09H,4c,3U,So,1,1,,1,68,,125,66,,1,674,309,62,45,1,4,1967
11,67,44,6,1132,2708,G,11F,2c,2H,Vs,2,2,,,80,,410,65,,1,1038,308,62,44,2,4,1967
11,67,44,5,1041,2709,S,19D,5h,1L,Ja,1,2,1,,72,,422,66,1,1,672,307,62,44,2,2,1967
11,67,44,2,1432,2710,G,01D,9j,4S,Sk,0,1,,1,82,,402,67,,1,304,304,61,44,1,5,1967
11,67,44,6,858,2711,D,20F,6h,1L,Ja,3,1,,1,85,,313,64,,1,1403,308,62,44,1,2,1967
11,67,43,0,3012,2712,U,30I,8d,1L,Lp,0,1,,1,,,238,67,,1,299,299,60,43,1,2,1967
11,67,43,4,3013,2713,U,30I,8d,1L,Lp,4,2,1,,,,238,63,,1,1759,299,60,43,2,2,1967
11,67,43,4,3014,2714,U,30I,8d,1L,Lp,0,1,,1,,,238,67,,1,299,299,60,43,1,2,1967
11,67,43,4,3015,2715,U,30I,8d,1L,Lp,5,2,1,,,,238,62,,1,2124,299,60,43,2,2,1967
11,67,44,7,1133,2716,D,11H,7i,3U,Up,0,1,,,73,,464,67,,1,309,309,62,45,1,4,1967
11,67,44,7,937,2717,D,09I,9b,3U,So,6,1,,1,102,,343,61,,1,2499,309,62,45,1,4,1967
11,67,44,6,1335,2718,G,03C,6c,4S,Sk,0,2,1,,66,,2,67,,1,308,308,62,44,2,5,1967
11,67,44,7,1042,2719,S,03C,6c,4S,Sk,2,1,,2,89,,2,65,,1,1039,309,62,45,1,5,1967
11,67,45,2,859,2720,D,10G,1g,3U,So,4,1,,1,98,,124,63,,1,1771,311,63,45,1,4,1967
11,67,45,3,1336,2721,F,11E,7f,2H,Vs,0,2,1,,38,,176,67,,1,312,312,63,45,2,4,1967
11,67,45,4,1337,2722,G,11H,4h,3U,Up,1,2,1,1,56,,174,66,,1,678,313,63,45,2,4,1967
11,67,45,6,1338,2723,K,11H,3j,3U,Up,2,2,1,,53,,341,65,,1,1045,315,63,45,2,4,1967
11,67,43,5,733,2724,F,11H,2j,3U,Up,0,1,,1,65,,341,67,,1,300,300,60,43,1,4,1967
11,67,45,7,1433,2725,D,12I,8h,3U,Up,4,1,,1,76,,26,63,,1,1776,316,64,46,1,4,1967
11,67,45,6,1522,2726,S,10E,1d,3U,Na,3,1,,1,85,,406,64,,1,1410,315,63,45,1,4,1967
11,67,45,4,800,2727,F,19G,1e,1L,Ja,0,1,,1,70,,399,67,,1,313,313,63,45,1,2,1967
11,67,45,7,1134,2728,D,11F,2c,2H,Vs,0,1,,1,66,,410,67,,1,316,316,64,46,1,4,1967
11,67,45,7,938,2729,D,03F,7d,4S,Bl,4,1,,1,108,,449,63,,1,1776,316,64,46,1,5,1967
11,67,46,3,939,2730,F,09H,4c,3U,So,0,1,,1,63,,125,67,,1,319,319,64,46,1,4,1967
11,67,46,1,1434,2731,S,10H,4c,3U,So,3,1,,1,75,,246,64,,1,1412,317,64,46,1,4,1967
11,67,45,3,2119,2732,V,28L,9d,1L,Lp,0,2,,,,,122,67,,1,312,312,63,45,2,2,1967
11,67,43,8,3016,2733,V,29J,7h,1L,Lp,1,2,1,,,,238,66,,1,664,299,-9,-9,2,2,1967
11,67,43,8,3017,2734,V,29J,7h,1L,Lp,0,2,,,,,238,67,,1,299,299,-9,-9,2,2,1967
11,67,43,8,3018,2735,V,29J,7h,1L,Lp,0,1,,1,,,238,67,,1,299,299,-9,-9,1,2,1967
11,67,43,8,3019,2736,V,29J,7h,1L,Lp,0,1,,,,,238,67,,1,299,299,-9,-9,1,2,1967
11,67,46,3,734,2737,D,11H,4h,3U,Up,1,1,,1,75,,174,66,,1,684,319,64,46,1,4,1967
11,67,46,2,1626,2738,F,11E,5f,2H,Vs,1,2,,,53,,457,66,,1,683,318,64,46,2,4,1967
11,67,46,7,3020,2739,U,11J,0b,3U,Up,5,2,1,,,54,91,62,,1,2148,323,65,47,2,4,1967
11,67,46,4,1339,2740,G,10E,7c,2H,Vr,0,1,,1,50,,46,67,,1,320,320,64,46,1,3,1967
11,67,45,6,1523,2741,S,01D,9j,4S,Sk,0,1,,1,80,,402,67,,1,315,315,63,45,1,5,1967
11,67,46,7,1226,2742,D,11C,6j,2H,Vr,1,1,,1,88,,288,66,,1,688,323,65,47,1,3,1967
11,67,46,6,1135,2743,F,11H,2j,3U,Up,0,1,,1,57,,341,67,,1,322,322,65,46,1,4,1967
11,67,46,6,1524,2744,S,11H,2j,3U,Up,2,1,,1,80,,341,65,,1,1052,322,65,46,1,4,1967
11,67,47,1,940,2745,F,09H,7f,3U,So,0,1,,1,63,,117,67,,1,324,324,65,47,1,4,1967
11,67,46,6,2228,2746,V,19G,1e,1L,Ja,1,2,,,80,,399,66,,1,687,322,65,46,2,2,1967
11,67,46,6,801,2747,F,19G,1e,1L,Ja,1,1,,1,95,,399,66,,1,687,322,65,46,1,2,1967
11,67,46,7,802,2748,D,09G,7a,3U,Og,1,1,,1,51,,43,66,,1,688,323,65,47,1,5,1967
11,67,46,6,1340,2749,K,11I,9c,3U,Up,1,2,1,,,,365,66,,1,687,322,65,46,2,4,1967
11,67,46,6,1043,2750,K,11I,9c,3U,Up,1,1,,,,,365,66,,1,687,322,65,46,1,4,1967
11,67,46,7,3021,2751,U,19E,2h,1L,Ja,1,2,1,,103,,424,66,,1,688,323,65,47,2,2,1967
11,67,46,5,1341,2752,D,03E,3e,4S,Bl,0,1,,1,69,,232,67,,1,321,321,65,46,1,5,1967
11,67,44,3,1136,2753,D,03E,3e,4S,Bl,0,1,,3,67,,232,67,,1,305,305,61,44,1,5,1967
11,67,41,7,1044,2754,D,03E,3e,4S,Bl,0,1,,1,64,,232,67,,1,288,288,58,42,1,5,1967
11,67,46,6,1342,2755,D,03E,3e,4S,Bl,0,2,,,62,,232,67,,1,322,322,65,46,2,5,1967
11,67,42,3,1137,2756,D,03E,3e,4S,Bl,0,2,,,54,,232,67,,1,291,291,59,42,2,5,1967
11,67,46,7,803,2757,S,09H,2a,3U,So,6,1,,1,79,,280,61,,1,2513,323,65,47,1,4,1967
11,67,46,6,624,2758,V,28L,9d,1L,Lp,0,2,,,,,122,67,,1,322,322,65,46,2,2,1967
11,67,47,2,804,2759,V,28L,9d,1L,Lp,0,2,,,,,122,67,,1,325,325,65,47,2,2,1967
11,67,47,2,625,2760,V,28L,9d,1L,Lp,0,2,,,,,122,67,,1,325,325,65,47,2,2,1967
11,67,46,5,3022,2761,V,29J,7h,1L,Lp,0,2,1,,54,,238,67,,1,321,321,65,46,2,2,1967
11,67,46,4,3023,2762,V,29J,7h,1L,Lp,1,1,,1,,40,238,66,,1,685,320,64,46,1,2,1967
11,67,46,4,3024,2763,V,29J,7h,1L,Lp,1,2,1,,,41,238,66,,1,685,320,64,46,2,2,1967
11,67,46,5,3025,2764,V,29J,7h,1L,Lp,0,1,,,,48,238,67,,1,321,321,65,46,1,2,1967
