KT,Y,W,D,Time,Nr,Js,Rak1,Rak2,NyLskp,LSkp,Age,Sex,Bfas,Sp,Vikt1,Fvikt,Jnr,Bornyear,Fx,Frisk,Agedays,Dnr,5per,7per,Sex2
11,66,12,7,3042,2069,K,10I,0g,3U,So,0,2,5,,,,245,65,,1,451,86,18,13,2
11,66,12,7,3043,2070,K,10I,0g,3U,So,2,2,5,,,,245,63,,1,1181,86,18,13,2
11,66,12,3,2103,2071,V,12H,5i,3U,Up,3,2,5,,79,,459,62,,1,1542,82,17,12,2
11,66,12,3,2203,2072,V,12H,5i,3U,Up,0,2,5,,50,,459,65,,1,447,82,17,12,2
11,66,12,3,2302,2073,V,12H,5i,3U,Up,0,1,,3,57,,459,65,,1,447,82,17,12,1
11,66,12,4,1402,2074,G,13I,0d,3U,Up,0,2,5,,62,,87,65,,1,448,83,17,12,2
11,66,12,5,104,2075,V,13I,0d,3U,Up,0,2,4,1,59,,87,65,,1,449,84,17,12,2
11,66,12,5,105,2076,V,13I,0d,3U,Up,1,1,,3,,,87,64,,1,814,84,17,12,1
11,66,12,7,703,2077,S,10E,7c,2H,Vr,0,2,5,,65,,46,65,,1,451,86,18,13,2
11,66,11,5,1602,2078,S,09H,4c,3U,So,0,2,5,,55,,125,65,,1,442,77,16,11,2
11,66,12,6,601,2079,F,09H,4c,3U,So,2,1,,3,66,,125,63,,1,1180,85,17,13,1
11,66,13,1,2204,2080,V,11D,1c,2H,Vr,2,2,5,,,,323,63,,1,1182,87,18,13,2
11,66,12,7,1303,2081,F,11H,2j,3U,Up,0,2,5,,59,,341,65,,1,451,86,18,13,2
11,66,12,6,1403,2082,K,12C,1j,2H,Vr,0,2,4,,37,,367,65,,1,450,85,17,13,2
11,66,13,2,2205,2083,V,11E,3f,2H,Vs,0,2,4,1,44,,156,65,,1,453,88,18,13,2
11,66,11,7,704,2084,F,09F,6j,3U,Og,3,1,,3,69,,43,62,,1,1539,79,16,12,1
11,66,12,7,1304,2085,S,11E,6g,2H,Vs,5,1,,3,76,,198,60,,1,2276,86,18,13,1
11,66,12,5,1404,2086,S,10I,1c,3U,So,3,1,,3,64,,206,62,,1,1544,84,17,12,1
11,66,13,3,1800,2087,S,10I,7h,3U,Up,3,2,5,,67,,417,62,,1,1549,89,18,13,2
11,66,13,6,3044,2088,L,10I,7h,3U,Up,0,2,3,1,59,,417,65,,1,457,92,19,14,2
11,66,13,5,1801,2089,S,10I,7h,3U,Up,0,1,,3,64,,417,65,,1,456,91,19,13,1
11,66,13,4,1900,2090,S,10I,7h,3U,Up,2,2,2,1,71,,417,63,,1,1185,90,18,13,2
11,66,13,5,900,2091,K,10I,7a,3U,Up,0,2,5,,58,,444,65,,1,456,91,19,13,2
11,66,13,5,1203,2092,S,09H,2a,3U,So,0,2,7,,49,,280,65,,1,456,91,19,13,2
11,66,13,2,302,2093,V,09H,2a,3U,So,2,2,5,,56,,280,63,,1,1183,88,18,13,2
11,66,13,7,2303,2094,V,12E,2h,2H,Dr,2,2,5,,49,,155,63,,1,1188,93,19,14,2
11,66,13,5,1703,2095,F,11C,6j,2H,Vr,1,2,5,,62,,288,64,,1,821,91,19,13,2
11,66,13,6,602,2096,L,09H,4c,3U,So,0,2,4,3,53,,125,65,,1,457,92,19,14,2
11,66,13,7,802,2097,F,11E,4f,2H,Vs,3,1,,3,,,457,62,,1,1553,93,19,14,1
11,66,13,1,1502,2098,F,11E,8f,2H,Vs,0,2,5,,53,,285,65,,1,452,87,18,13,2
11,66,13,4,2206,2099,V,12H,5i,3U,Up,0,2,4,1,62,,459,65,,1,455,90,18,13,2
11,66,13,5,2304,2100,V,11E,3f,2H,Vs,3,2,4,2,58,,156,62,,1,1551,91,19,13,2
11,66,14,1,106,2101,V,11E,3f,2H,Vs,1,1,,3,61,,156,64,,1,824,94,19,14,1
11,66,14,1,107,2102,S,11E,8e,2H,Vs,0,1,,3,58,,188,65,,1,459,94,19,14,1
11,66,14,5,100,2103,V,12F,7a,2H,Dr,9,2,5,,51,,237,56,,1,3748,98,20,14,2
11,66,14,5,300,2104,V,12F,7a,2H,Dr,3,2,5,,54,,237,62,,1,1558,98,20,14,2
11,66,14,1,1130,2105,S,11E,3f,2H,Vs,3,1,,3,69,,172,62,,1,1554,94,19,14,1
11,66,13,3,2200,2106,V,12E,4e,2H,Dr,0,1,,2,44,,191,65,,1,454,89,18,13,1
11,65,48,6,3045,2107,D,11H,1h,3U,Up,0,2,1,,59,,56,65,,1,338,338,68,49,2
11,65,48,6,3046,2108,D,11H,1h,3U,Up,0,1,,3,78,,56,65,,1,338,338,68,49,1
11,66,14,6,2207,2109,V,11E,3f,2H,Vs,3,2,5,,56,,156,62,1,1,1559,99,20,15,2
11,66,14,4,2305,2110,V,11E,3f,2H,Vs,0,2,5,,62,,156,65,,1,462,97,20,14,2
11,66,14,4,2306,2111,V,11D,0c,2H,Vr,0,2,5,,,,180,65,,1,462,97,20,14,2
11,66,14,6,1802,2112,S,10I,1c,3U,So,6,1,,3,78,,206,59,,1,2654,99,20,15,1
11,66,14,1,2307,2113,V,10I,1c,3U,So,0,1,,3,58,,206,65,,1,459,94,19,14,1
11,66,15,4,3047,2114,G,10I,1i,3U,So,4,2,,,50,,32,61,,1,1929,104,21,15,2
11,66,14,1,1803,2115,L,10I,1i,3U,So,2,1,,3,75,,32,63,,1,1189,94,19,14,1
11,66,15,5,803,2116,S,11H,2j,3U,Up,4,1,,3,74,,341,61,,1,1930,105,21,15,1
11,66,15,7,1102,2117,S,09G,7d,3U,So,1,1,,1,46,,210,64,,1,837,107,22,16,1
11,66,15,7,1503,2118,G,11H,2j,3U,Up,0,2,7,,60,,341,65,,1,472,107,22,16,2
11,66,16,2,402,2119,S,11H,2j,3U,Up,0,1,,1,60,,341,65,,1,474,109,22,16,1
11,66,16,1,2308,2120,V,11E,3f,2H,Vs,0,2,5,,51,,156,65,,1,473,108,22,16,2
11,66,16,3,1103,2121,V,11E,3f,2H,Vs,0,1,,3,66,,172,65,,1,475,110,22,16,1
11,66,16,7,804,2122,G,11C,6j,2H,Vr,0,2,5,,65,,288,65,,1,479,114,23,17,2
11,66,16,5,1804,2123,S,10I,1c,3U,So,3,1,,2,71,,206,62,,1,1572,112,23,16,1
11,66,16,4,1901,2124,S,10I,1c,3U,So,7,2,4,,57,,206,58,,1,3031,111,23,16,2
11,66,17,5,1002,2125,G,11H,2j,3U,Up,1,2,7,,61,,341,64,,1,849,119,24,17,2
11,65,48,6,3048,2126,D,11H,1h,3U,Up,0,1,,3,77,,56,65,,1,338,338,68,49,1
11,66,18,4,805,2127,F,11H,2j,3U,Up,0,2,6,1,57,,341,65,,1,490,125,25,18,2
11,66,18,3,2002,2128,S,10I,1c,3U,So,0,1,,2,63,,206,65,,1,489,124,25,18,1
11,66,18,6,3049,2129,$,10I,7h,3U,Up,4,1,,1,57,,417,61,,1,1952,127,26,19,1
11,66,18,5,1603,2130,G,10G,4d,3U,So,0,1,,1,,,27,65,,1,491,126,26,18,1
11,66,19,7,901,2131,F,11H,2j,3U,Up,0,1,,1,61,,341,65,,1,500,135,27,20,1
11,66,20,7,3050,2132,U,10I,1i,3U,So,0,2,6,1,,,32,65,,1,507,142,29,21,2
11,66,22,1,3051,2133,S,10I,9i,3U,Up,,2,7,,,,7,,,1,,150,30,22,2
11,66,23,6,403,2134,S,10I,9i,3U,Up,2,1,,1,,,7,63,,1,1257,162,33,24,1
11,66,28,1,3052,2135,T,11J,2d,3U,Up,0,1,,1,33,,415,66,,1,192,192,39,28,1
11,66,27,1,2105,2136,S,10H,3j,3U,So,3,2,1,,,,7,63,,1,1280,185,37,27,2
11,66,27,1,2208,2137,S,10H,3j,3U,So,5,2,1,,,,7,61,,1,2010,185,37,27,2
11,66,26,4,2209,2138,S,10I,9i,3U,Up,1,1,,1,,,7,64,,1,911,181,37,26,1
11,66,27,1,404,2139,S,10I,9i,3U,Up,6,1,,1,,,7,60,,1,2375,185,37,27,1
11,66,27,4,2003,2140,S,10I,0g,3U,So,0,1,,1,34,,245,66,,1,188,188,38,27,1
11,66,28,2,2210,2141,S,09H,7f,3U,So,2,2,1,,56,,117,64,,1,923,193,39,28,2
11,66,25,5,3053,2142,G,10I,1i,3U,So,4,2,7,,55,,32,61,,1,2000,175,35,25,2
11,66,29,2,1504,2143,F,09H,7f,3U,So,3,1,,,77,,117,63,,1,1295,200,40,29,1
11,66,26,1,2004,2144,S,09H,7f,3U,So,1,2,7,,48,,117,64,,1,908,178,36,26,2
11,66,39,4,3054,2145,S,10E,7c,2H,Vr,0,2,,,48,,46,66,,1,272,272,55,39,2
11,66,39,3,1604,2146,F,10E,7c,2H,Vr,0,1,,1,34,,46,66,,1,271,271,55,39,1
11,66,38,4,1805,2147,D,11C,6j,2H,Vr,0,2,,,47,,288,66,,1,265,265,53,38,2
11,66,34,3,1902,2148,S,12I,8h,3U,Up,0,1,,1,26,,26,66,,1,236,236,48,34,1
11,66,34,4,1903,2149,S,09H,4c,3U,So,1,1,,,67,,125,65,,1,602,237,48,34,1
11,66,34,3,503,2150,S,11D,5b,2H,Vr,0,1,,1,53,,312,66,,1,236,236,48,34,1
11,66,33,6,1904,2151,S,10E,7c,2H,Vr,3,1,,1,71,,46,63,,1,1327,232,47,34,1
11,66,34,7,603,2152,S,12I,8h,3U,Up,1,1,,1,32,,26,65,,1,605,240,48,35,1
11,66,39,1,1806,2153,S,10I,0c,3U,So,4,2,,,,,254,62,,1,1729,269,54,39,2
11,66,39,4,3055,2154,D,11E,8e,2H,Vs,0,1,,1,,,475,66,,1,272,272,55,39,1
11,66,37,7,1807,2155,S,10I,0g,3U,So,0,2,,,60,,245,66,,1,261,261,53,38,2
11,66,37,7,1808,2156,S,10I,0g,3U,So,0,1,,,60,,245,66,,1,261,261,53,38,1
11,66,37,5,1809,2157,S,10I,0g,3U,So,0,1,,,51,,245,66,,1,259,259,52,37,1
11,66,39,4,3056,2158,D,10G,9f,3U,Vs,1,2,,,,,63,65,,1,637,272,55,39,2
11,66,39,7,504,2159,D,11E,3f,2H,Vs,0,2,1,,49,,469,66,,1,275,275,55,40,2
11,66,37,3,1810,2160,S,10E,7c,2H,Vr,0,2,1,,55,,46,66,,1,257,257,52,37,2
11,66,38,3,1204,2161,S,11H,3j,3U,Up,1,1,,2,68,,341,65,,1,629,264,53,38,1
11,66,31,4,1905,2162,S,10I,0g,3U,So,2,2,,,,,245,64,,1,946,216,44,31,2
11,66,37,4,1811,2163,S,11D,5b,2H,Vr,1,1,,1,65,,312,65,,1,623,258,52,37,1
11,66,35,7,1812,2164,L,11H,2j,3U,Up,1,1,,1,98,,341,65,,1,612,247,50,36,1
11,66,38,7,3057,2165,T,10E,7c,2H,Vr,0,1,,1,61,,46,66,,1,268,268,54,39,1
11,66,33,6,705,2166,F,11E,8f,2H,Vs,0,1,,1,38,,285,66,,1,232,232,47,34,1
11,66,36,1,1704,2167,S,10E,7c,2H,Vr,2,1,,1,79,,46,64,,1,978,248,50,36,1
11,66,34,4,1906,2168,S,09H,7f,3U,So,0,2,,,55,,117,66,,1,237,237,48,34,2
11,66,35,5,806,2169,F,09H,7f,3U,So,0,2,,,35,,117,66,,1,245,245,49,35,2
11,66,36,4,1505,2170,L,09H,7f,3U,So,0,1,,,55,,117,66,,1,251,251,51,36,1
11,66,34,7,1813,2171,S,09H,7f,3U,So,4,1,,,64,,117,62,,1,1700,240,48,35,1
11,66,40,4,505,2172,F,11C,6j,2H,Vr,1,1,,1,71,,288,65,,1,644,279,56,40,1
11,66,40,5,706,2173,V,11E,8e,2H,Vs,0,2,1,,,,188,66,,1,280,280,56,40,2
11,66,40,2,1506,2174,F,11E,8f,2H,Vs,0,1,,,54,,384,66,,1,277,277,56,40,1
11,66,40,3,1405,2175,F,11E,8f,2H,Vs,0,2,1,,41,,384,66,,1,278,278,56,40,2
11,66,41,7,3058,2176,+,10I,7h,3U,Up,2,1,,1,56,,56,64,,1,1019,289,58,42,1
11,66,42,6,1003,2177,D,11H,4h,3U,Up,2,2,1,,67,,174,64,,1,1025,295,59,43,2
11,66,42,6,1004,2178,D,11H,4h,3U,Up,1,2,1,,86,,174,65,,1,660,295,59,43,2
11,66,42,6,1005,2179,D,11H,4h,3U,Up,1,2,1,,77,,174,65,,1,660,295,59,43,2
11,66,45,6,3059,2180,D,11H,1h,3U,Up,0,2,1,,54,,207,66,,1,316,316,64,46,2
11,66,45,7,807,2181,D,11E,2f,2H,Vs,0,2,1,,62,,88,66,,1,317,317,64,46,2
11,66,45,6,1104,2182,G,11H,4h,3U,Up,0,1,,1,72,,174,66,,1,316,316,64,46,1
11,66,45,6,902,2183,D,11E,2f,2H,Vs,0,1,,1,73,,88,66,,1,316,316,64,46,1
11,66,45,6,3000,2184,D,11E,6f,2H,Vs,0,2,1,,51,,260,66,,1,316,316,64,46,2
11,66,45,5,808,2185,D,10D,7d,2H,Vr,1,2,,,,,75,65,,1,680,315,63,45,2
11,66,45,6,1205,2186,D,10E,7c,2H,Vr,0,2,1,,56,,46,66,,1,316,316,64,46,2
11,66,45,2,809,2187,F,11H,2j,3U,Up,0,1,,1,58,,341,66,,1,312,312,63,45,1
11,66,43,2,1006,2188,S,11I,0e,3U,Up,0,2,1,,,,77,66,,1,298,298,60,43,2
11,66,40,7,1305,2189,K,11H,2j,3U,Up,2,2,1,,65,,341,64,,1,1012,282,57,41,2
11,66,43,7,903,2190,D,11H,4h,3U,Up,0,1,,1,65,,174,66,,1,303,303,61,44,1
11,66,40,5,1206,2191,F,11E,2f,2H,Vs,0,1,,,,,275,66,,1,280,280,56,40,1
11,66,43,7,904,2192,K,12C,1j,2H,Vr,0,1,,1,65,,367,66,,1,303,303,61,44,1
11,66,43,7,810,2193,K,12C,1j,2H,Vr,0,1,,1,64,,367,66,,1,303,303,61,44,1
11,67,4,5,205,2194,V,11E,8e,2H,Vs,1,1,,3,68,,188,65,,1,757,27,6,4,1
11,66,43,6,1406,2195,D,11D,5b,2H,Vr,0,1,,1,60,,312,66,,1,302,302,61,44,1
11,66,44,5,707,2196,F,11H,3j,3U,Up,3,2,1,,73,,341,63,,1,1403,308,62,44,2
11,66,44,5,811,2197,F,11H,3j,3U,Up,1,1,,1,65,,341,65,,1,673,308,62,44,1
11,66,44,4,1605,2198,S,09H,7f,3U,So,4,1,,,74,,117,62,1,1,1767,307,62,44,1
11,66,44,4,1007,2199,S,09H,7f,3U,So,1,2,,,63,,117,65,,1,672,307,62,44,2
11,66,44,4,1008,2200,S,09H,7f,3U,So,1,1,,,58,,117,65,,1,672,307,62,44,1
11,66,44,7,1009,2201,F,11H,2j,3U,Up,0,1,,1,58,,341,66,,1,310,310,62,45,1
11,66,44,7,708,2202,F,11H,3j,3U,Up,0,1,,2,67,,341,66,,1,310,310,62,45,1
11,66,44,6,1306,2203,G,11D,5b,2H,Vr,4,1,,1,80,,312,62,,1,1769,309,62,45,1
11,66,43,6,1207,2204,D,11C,6j,2H,Vr,0,1,,1,70,,288,66,,1,302,302,61,44,1
11,66,43,6,1208,2205,D,11C,6j,2H,Vr,0,1,,1,77,,288,66,,1,302,302,61,44,1
11,66,46,1,812,2206,F,12E,4e,2H,Dr,0,1,,1,50,,338,66,,1,318,318,64,46,1
11,66,45,7,1010,2207,D,10I,1i,3U,So,0,1,,1,79,,32,66,1,1,317,317,64,46,1
11,66,46,1,1011,2208,G,11D,5b,2H,Vr,0,2,,,64,,312,66,,1,318,318,64,46,2
11,66,46,4,1606,2209,D,10D,8b,2H,Vr,0,2,,,52,,186,66,,1,321,321,65,46,2
11,66,46,4,1307,2210,D,10D,8b,2H,Vr,0,1,,1,65,,186,66,,1,321,321,65,46,1
11,66,46,6,905,2211,D,11H,4h,3U,Up,1,1,,1,86,,174,65,,1,688,323,65,47,1
11,66,46,6,1209,2212,G,11H,4h,3U,Up,1,2,1,,81,,174,65,,1,688,323,65,47,2
11,66,46,6,1210,2213,G,11H,4h,3U,Up,0,2,1,,72,,174,66,,1,323,323,65,47,2
11,66,43,3,3001,2214,F,12E,0f,2H,Vs,0,2,1,,47,,12,66,,1,299,299,60,43,2
11,66,43,4,3002,2215,F,11E,7f,2H,Vs,0,1,,1,56,,69,66,,1,300,300,60,43,1
11,66,39,7,3003,2216,U,10E,8d,2H,Vr,0,1,,1,63,,346,66,,1,275,275,55,40,1
11,66,42,6,3004,2217,U,10E,8d,2H,Vr,0,1,,,,,346,66,,1,295,295,59,43,1
11,66,27,1,3005,2218,S,10D,9f,2H,Vr,20,1,,1,,,346,-9,,1,,185,37,27,1
11,66,43,2,3006,2219,D,10D,8b,2H,Vr,0,1,,1,77,,346,66,,1,298,298,60,43,1
11,66,43,6,3007,2220,F,11E,4e,2H,Vs,0,1,,1,43,,22,66,,1,302,302,61,44,1
11,66,47,1,1607,2221,F,11C,6j,2H,Vr,0,2,,,49,,288,66,,1,325,325,65,47,2
11,66,35,2,1608,2222,F,11E,9f,2H,Vs,0,1,,1,35,,384,66,,1,242,242,49,35,1
11,66,37,5,1705,2223,F,11E,9f,2H,Vs,0,1,,1,36,,384,66,,1,259,259,52,37,1
11,66,37,6,604,2224,D,11E,7e,2H,Vs,0,1,,1,60,,394,66,,1,260,260,52,38,1
11,66,46,7,1012,2225,D,11E,7e,2H,Vs,0,2,1,,62,,69,66,,1,324,324,65,47,2
11,66,47,2,813,2226,L,09H,2a,3U,So,1,1,,1,77,,280,65,,1,691,326,66,47,1
11,66,46,3,709,2227,L,11I,8f,3U,Up,5,1,,3,79,,280,61,,1,2145,320,64,46,1
11,66,47,7,1308,2228,D,10H,5f,3U,So,2,2,1,,71,,471,64,,1,1061,331,67,48,2
11,66,47,1,1407,2229,G,11F,3d,2H,Vs,3,1,,1,96,,410,63,,1,1420,325,65,47,1
11,66,46,5,605,2230,F,11E,4e,2H,Vs,0,2,1,,47,,473,66,,1,322,322,65,46,2
11,66,47,6,1309,2231,G,11E,4e,2H,Vs,0,1,,1,44,,473,66,,1,330,330,66,48,1
11,66,47,6,1408,2232,G,11E,4e,2H,Vs,0,1,,1,65,,473,66,,1,330,330,66,48,1
11,66,42,6,1105,2233,D,11E,5g,2H,Vs,0,1,,1,,,318,66,,1,295,295,59,43,1
11,66,48,7,1310,2234,D,09G,9a,3U,So,0,2,,,,,1,66,,1,338,338,68,49,2
11,66,48,6,1211,2235,D,10G,9g,3U,Vs,1,1,,1,,,63,65,,1,702,337,68,49,1
11,66,48,7,1212,2236,D,10B,6i,2H,Vr,1,1,,1,,,427,65,,1,703,338,68,49,1
11,66,48,4,1409,2237,G,11D,5b,2H,Vr,8,2,1,,79,,312,58,,1,3255,335,67,48,2
11,66,48,3,1013,2238,S,09I,9b,3U,So,0,1,,1,,,343,66,,1,334,334,67,48,1
11,66,48,4,1410,2239,S,10H,0b,3U,So,1,1,,1,84,,280,65,,1,700,335,67,48,1
11,66,47,7,814,2240,D,19F,4b,1L,Ja,3,1,,2,80,,226,63,,1,1426,331,67,48,1
11,66,46,6,3008,2241,D,11F,1b,2H,Vs,1,2,1,,58,,418,65,,1,688,323,65,47,2
11,66,48,4,1106,2242,S,11E,8e,2H,Vs,3,1,,2,83,,188,63,,1,1430,335,67,48,1
11,66,49,7,1107,2243,G,09H,7f,3U,So,0,1,,,,,117,66,,1,345,345,69,50,1
11,66,49,7,1108,2244,D,11E,6g,2H,Vs,0,2,1,,51,,198,66,,1,345,345,69,50,2
11,66,48,6,1014,2245,G,13F,3c,2H,Dr,0,2,,,75,,80,66,,1,337,337,68,49,2
11,66,48,6,906,2246,G,13F,3c,2H,Dr,0,2,,,60,,80,66,,1,337,337,68,49,2
11,66,48,6,1015,2247,G,13F,3c,2H,Dr,0,1,,,68,,80,66,,1,337,337,68,49,1
11,66,47,7,1311,2248,G,08C,4h,3U,Vg,0,2,,,65,,410,66,,1,331,331,67,48,2
11,66,47,7,1213,2249,G,08C,4h,3U,Vg,0,1,,2,87,,410,66,,1,331,331,67,48,1
11,66,46,7,907,2250,U,10D,6g,2H,Vr,0,1,,2,45,,346,66,,1,324,324,65,47,1
11,66,50,1,108,2251,V,11E,3f,2H,Vs,1,1,,3,74,,156,65,,1,711,346,70,50,1
11,66,49,7,1507,2252,G,11C,6j,2H,Vr,0,2,,,65,,288,66,,1,345,345,69,50,2
11,66,49,5,1706,2253,F,11C,6j,2H,Vr,0,2,,,46,,288,66,,1,343,343,69,49,2
11,66,49,6,3009,2254,U,29J,4h,1L,Lp,0,1,,2,,,238,66,,1,344,344,69,50,1
11,66,50,2,908,2255,S,09I,9b,3U,So,3,2,1,,50,,343,63,,1,1442,347,70,50,2
11,66,50,4,815,2256,L,09H,2a,3U,So,2,1,,1,64,,280,64,,1,1079,349,70,50,1
11,66,50,5,1707,2257,F,11C,6j,2H,Vr,7,2,,,57,,288,59,,1,2905,350,70,50,2
11,66,49,6,1214,2258,D,19E,7j,1L,Ja,0,2,,,46,,454,66,,1,344,344,69,50,2
11,66,50,4,1109,2259,D,19F,7e,1L,Ja,0,2,,,,,217,66,,1,349,349,70,50,2
11,66,50,6,1411,2260,S,09H,2a,3U,So,0,2,,,59,,280,66,,1,351,351,71,51,2
11,66,50,6,909,2261,X,19F,7e,1L,Ja,0,1,,1,55,,217,66,,1,351,351,71,51,1
11,66,50,6,816,2262,X,20F,8e,1L,Ja,0,2,1,,47,,250,66,,1,351,351,71,51,2
11,66,50,5,817,2263,X,19G,1e,1L,Ja,0,2,1,,46,,399,66,,1,350,350,70,50,2
11,66,51,7,1215,2264,F,12E,1h,2H,Dr,0,1,,3,71,,261,66,,1,359,359,72,52,1
11,66,51,6,910,2265,D,11E,3f,2H,Vs,0,1,,3,67,,156,66,,1,358,358,72,52,1
11,66,51,6,3010,2266,G,09H,2a,3U,So,3,1,,3,74,,280,63,,1,1453,358,72,52,1
11,66,51,3,911,2267,X,19F,4b,1L,Ja,0,1,,3,71,,226,66,,1,355,355,71,51,1
11,66,51,6,710,2268,X,20F,8e,1L,Ja,0,1,,3,48,,250,66,,1,358,358,72,52,1
11,66,52,2,1016,2269,D,09G,7f,3U,So,6,1,,3,94,,280,60,,1,2551,361,73,52,1
11,66,52,2,3,2270,V,11E,2f,2H,Vs,4,2,1,,,,275,62,,1,1821,361,73,52,2
11,66,52,3,1017,2271,F,09H,7f,3U,So,0,1,,,62,,117,66,,1,362,362,73,52,1
11,66,52,3,912,2272,D,09H,7f,3U,So,0,2,,,60,,117,66,,1,362,362,73,52,2
11,66,52,6,1312,2273,X,19F,4b,1L,Ja,0,2,1,,53,,226,66,,1,365,365,73,53,2
11,66,52,2,1216,2274,K,11I,8a,3U,Up,0,1,,3,71,,341,66,,1,361,361,73,52,1
11,66,52,6,1217,2275,D,11F,2f,2H,Vs,0,1,,3,81,,173,66,,1,365,365,73,53,1
11,66,50,1,3011,2276,F,11F,2f,2H,Vs,0,1,,2,52,,173,66,,1,346,346,70,50,1
11,67,1,4,818,2277,X,20F,8e,1L,Ja,2,1,,3,68,,250,64,,1,1100,5,1,1,1
11,67,1,2,1018,2278,F,09H,7f,3U,So,0,2,,,52,,117,66,,1,368,3,1,1,2
11,66,49,5,2211,2279,V,11E,3f,2H,Vs,0,1,,1,52,,172,66,,1,343,343,69,49,1
11,67,2,2,819,2280,X,20F,6h,1L,Ja,0,1,,3,58,,313,66,,1,375,10,2,2,1
11,67,1,6,913,2281,X,20F,6h,1L,Ja,0,2,1,,55,,313,66,,1,372,7,2,1,2
11,67,2,5,914,2282,X,20F,6h,1L,Ja,0,1,,3,63,,313,66,,1,378,13,3,2,1
11,66,48,4,3012,2283,U,30H,9j,1L,Lp,0,2,1,,,,238,66,,1,335,335,67,48,2
11,66,48,7,3013,2284,U,29J,7h,1L,Lp,0,1,,,,,238,66,,1,338,338,68,49,1
11,67,1,5,1019,2285,F,09H,7f,3U,So,0,1,,,56,,117,66,,1,371,6,2,1,1
11,67,0,7,1110,2286,D,12E,1h,2H,Dr,4,2,1,,54,,261,62,,1,1826,1,1,1,2
11,67,1,4,1609,2287,F,11E,9f,2H,Vs,0,1,,3,42,,384,66,,1,370,5,1,1,1
11,67,2,6,1020,2288,D,11H,4h,3U,Up,2,1,,3,71,,174,64,,1,1109,14,3,2,1
11,67,2,5,1313,2289,F,11H,2j,3U,Up,0,1,,3,68,,341,66,,1,378,13,3,2,1
11,67,2,4,915,2290,S,11H,3j,3U,Up,0,1,,3,79,,341,66,,1,377,12,3,2,1
11,67,2,5,1021,2291,S,11H,2j,3U,Up,0,1,,3,61,,341,66,,1,378,13,3,2,1
11,67,2,4,1111,2292,S,11H,2j,3U,Up,0,1,,3,80,,341,66,,1,377,12,3,2,1
11,67,1,6,1314,2293,K,09I,9b,3U,So,0,1,,3,69,,343,66,,1,372,7,2,1,1
11,67,2,1,1508,2294,F,11E,8f,2H,Vs,0,1,,3,59,,384,66,,1,374,9,2,2,1
11,67,2,2,916,2295,X,20F,8e,1L,Ja,0,1,,3,59,,250,66,,1,375,10,2,2,1
11,67,1,5,1315,2296,G,13F,3c,2H,Dr,0,2,,,44,,80,66,,1,371,6,2,1,2
11,67,1,5,1509,2297,G,13F,3c,2H,Dr,0,2,,,41,,80,66,,1,371,6,2,1,2
11,67,3,2,1316,2298,G,13F,3c,2H,Dr,0,2,,,55,,80,66,,1,382,17,4,3,2
11,67,2,6,820,2299,F,11F,2c,2H,Vs,0,2,,,40,,410,66,,1,379,14,3,2,2
11,67,2,5,4,2300,V,11E,3f,2H,Vs,0,1,,,69,,156,66,,1,378,13,3,2,1
11,67,2,6,1022,2301,G,11E,3f,2H,Vs,0,2,,,45,,156,66,,1,379,14,3,2,2
11,67,1,4,2212,2302,V,11E,3f,2H,Vs,0,2,,,49,,156,66,,1,370,5,1,1,2
11,67,1,6,821,2303,X,19E,7j,1L,Ja,0,1,,3,64,,454,66,,1,372,7,2,1,1
11,67,3,3,3014,2304,T,10I,7e,3U,Up,0,1,,3,60,,97,66,,1,383,18,4,3,1
11,67,2,4,606,2305,F,11E,6f,2H,Vs,0,1,,1,,,248,66,,1,377,12,3,2,1
11,67,1,4,3015,2306,F,10D,8g,2H,Vr,0,1,,,,,144,66,,1,370,5,1,1,1
11,67,3,7,1907,2307,V,11F,3d,2H,Vs,3,2,,,79,,410,63,,1,1482,22,5,4,2
11,67,3,6,2106,2308,V,11F,3d,2H,Vs,3,1,,3,92,,410,63,,1,1481,21,5,3,1
11,67,3,7,1023,2309,F,12E,1h,2H,Dr,0,1,,3,65,,261,66,,1,387,22,5,4,1
11,67,1,4,3016,2310,D,10I,1i,3U,So,0,2,,,52,,32,66,,1,370,5,1,1,2
11,67,3,4,3017,2311,D,10I,1i,3U,So,0,2,,,55,,32,66,,1,384,19,4,3,2
11,67,1,2,3018,2312,D,10I,1i,3U,So,0,2,,,50,,32,66,,1,368,3,1,1,2
11,67,2,7,3019,2313,D,10I,1i,3U,So,0,2,,,53,,32,66,,1,380,15,3,3,2
11,67,2,1,3020,2314,G,10I,1i,3U,So,2,1,,,80,,32,64,,1,1104,9,2,2,1
11,66,51,3,3021,2315,F,11E,4e,2H,Vs,0,1,,2,56,,473,66,,1,355,355,71,51,1
11,66,52,1,1317,2316,G,11E,4e,2H,Vs,0,1,,3,53,,473,66,,1,360,360,72,52,1
11,67,3,6,822,2317,G,11G,6j,3U,Vs,0,1,,3,69,,438,66,,1,386,21,5,3,1
11,67,2,1,1510,2318,D,02C,2h,4S,Sk,3,2,,,57,,385,63,,1,1469,9,2,2,2
11,67,3,1,1610,2319,S,02C,2h,4S,Sk,0,2,,,59,,385,66,,1,381,16,4,3,2
11,67,2,6,1218,2320,D,09H,7f,3U,So,1,1,,,80,,117,65,,1,744,14,3,2,1
11,67,2,7,1024,2321,F,09H,7f,3U,So,0,1,,,50,,117,66,,1,380,15,3,3,1
